date,pincode,state,district,latitude,longitude,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,children_enrolled,adult_migration_volume,labor_activity,School_Dropout_Risk_Index,Migrant_Hunger_Score,Village_Hollow_Out_Rate,Electoral_Discrepancy_Index,Skill_Gap_Migration_Flow,Governance_Risk_Score,Governance_Risk_Level,Risk_Score,Risk_Influx,Risk_Ghost_Population,Sudden_Spike_Anomaly,Mass_Migration_Alert
2025-03-01,110033,Delhi,North West Delhi,28.7271389,77.1749722,0.0,0.0,0.0,442.0,7808.0,2482.0,5966.0,0.0,7808.0,5966.0,30.0,79.99637035187261,79.99614386182947,24.445012282729266,99.99629485519156,60.11,High,50,0,0,0,1
2025-03-01,110034,Delhi,North West Delhi,28.6972778,77.1269444,0.0,0.0,0.0,706.0,5976.0,1390.0,1986.0,0.0,5976.0,1986.0,30.0,79.99326337307556,79.99289169710732,24.445012282729266,99.97696189740581,60.1,High,50,0,0,0,1
2025-03-01,110035,Delhi,North West Delhi,28.6921111,77.1578611,0.0,0.0,0.0,127.0,1500.0,321.0,705.0,0.0,1500.0,705.0,30.0,79.91220607109464,79.87205054793169,24.445012282729266,99.80306981120022,60.04,High,50,0,0,0,1
2025-03-01,110037,Delhi,South West Delhi,28.54,77.12,0.0,0.0,0.0,287.0,1998.0,688.0,725.0,0.0,1998.0,725.0,30.0,79.94166429529656,79.92357412902965,24.445012282729266,99.83162788266654,60.05,High,50,0,0,0,1
2025-03-01,110039,Delhi,North West Delhi,28.7996944,77.0380555,0.0,0.0,0.0,546.0,4556.0,1918.0,3552.0,0.0,4556.0,3552.0,30.0,79.98661385770617,79.9852723397583,24.445012282729266,99.98517942076623,60.1,High,50,0,0,0,1
2025-03-01,110040,Delhi,North West Delhi,28.8508055,77.0880555,0.0,0.0,0.0,341.0,2074.0,1239.0,1123.0,0.0,2074.0,1123.0,30.0,79.94480031127863,79.93091472940249,24.445012282729266,99.89852084579513,60.07,High,50,0,0,0,1
2025-03-01,110041,Delhi,West Delhi,28.651181,77.059325,0.0,0.0,0.0,801.0,5990.0,2045.0,4152.0,0.0,5990.0,4152.0,30.0,79.9933214474456,79.99344921105968,24.445012282729266,99.99199154437173,60.11,High,50,0,0,0,1
2025-03-01,110042,Delhi,North West Delhi,28.7441111,77.145,0.0,0.0,0.0,1002.0,9336.0,4702.0,10212.0,0.0,9336.0,10212.0,30.0,79.99758991364342,79.99790932267862,24.445012282729266,99.99794997473765,60.11,High,50,0,0,0,1
2025-03-01,110043,Delhi,Najafgarh,24.871535,86.207106,0.0,0.0,0.0,1204.0,9582.0,4208.0,7025.0,0.0,9582.0,7025.0,30.0,79.9977350995685,79.99823453915084,24.445012282729266,99.99768283263548,60.11,High,50,0,0,0,1
2025-03-01,110044,Delhi,South Delhi,28.51,77.26,0.0,0.0,0.0,572.0,6178.0,2205.0,3254.0,0.0,6178.0,3254.0,30.0,79.99384411677595,79.99314722433549,24.445012282729266,99.98976148856225,60.11,High,50,0,0,0,1
2025-03-01,110045,Delhi,South West Delhi,28.609675,77.08954199999998,0.0,0.0,0.0,402.0,4205.0,1080.0,1668.0,0.0,4205.0,1668.0,30.0,79.98408762260951,79.9813232825957,24.445012282729266,99.96104952001534,60.1,High,50,0,0,0,1
2025-03-01,110046,Delhi,South West Delhi,28.6110556,77.1029167,0.0,0.0,0.0,354.0,3874.0,1136.0,1732.0,0.0,3874.0,1732.0,30.0,79.98119842270012,79.97716515770097,24.445012282729266,99.96074172585412,60.1,High,50,0,0,0,1
2025-03-01,110047,Delhi,South Delhi,28.44,77.14,0.0,0.0,0.0,202.0,1456.0,1150.0,2294.0,0.0,1456.0,2294.0,30.0,79.90915716666763,79.87541886139391,24.445012282729266,99.91492104789393,60.06,High,50,0,0,0,1
2025-03-01,110051,Delhi,East Delhi,28.6453611,77.2871111,0.0,0.0,0.0,330.0,3982.0,1002.0,1514.0,0.0,3982.0,1514.0,30.0,79.98234539150837,79.9781408071176,24.445012282729266,99.95394121712265,60.1,High,50,0,0,0,1
2025-03-01,110052,Delhi,North West Delhi,28.6726389,77.1811111,0.0,0.0,0.0,400.0,5228.0,1204.0,2532.0,0.0,5228.0,2532.0,30.0,79.99050484049874,79.98894263994472,24.445012282729266,99.98283031249818,60.1,High,50,0,0,0,1
2025-03-01,110053,Delhi,East Delhi,28.6871944,77.2633056,0.0,0.0,0.0,594.0,4139.0,2245.0,3893.0,0.0,4139.0,3893.0,30.0,79.98371013920426,79.9825312294925,24.445012282729266,99.98364044996022,60.1,High,50,0,0,0,1
2025-03-01,110055,Delhi,Central Delhi,28.6123,77.17,0.0,0.0,0.0,109.0,1458.0,346.0,505.0,0.0,1458.0,505.0,30.0,79.90938946414778,79.86482609629893,24.445012282729266,99.71909717584339,60.02,High,50,0,0,0,1
2025-03-01,110059,Delhi,West Delhi,28.637713,77.049026,0.0,0.0,0.0,2482.0,28294.0,6558.0,10274.0,0.0,28294.0,10274.0,30.0,79.99994192562997,79.99995354050398,24.445012282729266,99.9998490066379,60.11,High,50,0,0,0,1
2025-03-01,110062,Delhi,South Delhi,28.51,77.23,0.0,0.0,0.0,500.0,8202.0,2324.0,3785.0,0.0,8202.0,3785.0,30.0,79.99674783527786,79.99656199729374,24.445012282729266,99.99393122833101,60.11,High,50,0,0,0,1
2025-03-01,110063,Delhi,West Delhi,28.6735833,77.1226111,0.0,0.0,0.0,132.0,1460.0,378.0,562.0,0.0,1460.0,562.0,30.0,79.9095636872579,79.86800857177703,24.445012282729266,99.74914195118268,60.02,High,50,0,0,0,1
2025-03-01,110064,Delhi,South West Delhi,28.6287778,77.1226111,0.0,0.0,0.0,132.0,1686.0,402.0,596.0,0.0,1686.0,596.0,30.0,79.92520021139072,79.8916332255086,24.445012282729266,99.77648626831521,60.04,High,50,0,0,0,1
2025-03-01,110074,Delhi,South Delhi,28.5073055,77.1845555,0.0,0.0,0.0,156.0,2159.0,940.0,1151.0,0.0,2159.0,1151.0,30.0,79.94809603177829,79.92529313038277,24.445012282729266,99.9036488126695,60.07,High,50,0,0,0,1
2025-03-01,110075,Delhi,South West Delhi,28.6068611,77.0415278,0.0,0.0,0.0,214.0,2180.0,464.0,656.0,0.0,2180.0,656.0,30.0,79.94882196140378,79.92984616099378,24.445012282729266,99.81727480211158,60.05,High,50,0,0,0,1
2025-03-01,110076,Delhi,South Delhi,28.53,77.3,0.0,0.0,0.0,210.0,3590.0,1486.0,2536.0,0.0,3590.0,2536.0,30.0,79.9783092227907,79.97114865296498,24.445012282729266,99.97311737410928,60.1,High,50,0,0,0,1
2025-03-01,110077,Delhi,South West Delhi,28.5748056,77.0787222,0.0,0.0,0.0,388.0,3204.0,748.0,968.0,0.0,3204.0,968.0,30.0,79.97311156667229,79.96719959580238,24.445012282729266,99.90353847136643,60.08,High,50,0,0,0,1
2025-03-01,110083,Delhi,North West Delhi,28.7147778,77.0878333,0.0,0.0,0.0,362.0,3182.0,1470.0,3974.0,0.0,3182.0,3974.0,30.0,79.9728357134146,79.96636332487384,24.445012282729266,99.97523708861569,60.1,High,50,0,0,0,1
2025-03-01,110084,Delhi,North Delhi,28.722239,77.221819,0.0,0.0,0.0,440.0,4081.0,857.0,1453.0,0.0,4081.0,1453.0,30.0,79.98327458142899,79.98053347116318,24.445012282729266,99.95177504312022,60.1,High,50,0,0,0,1
2025-03-01,110085,Delhi,North West Delhi,28.7168889,77.1380556,0.0,0.0,0.0,1050.0,9116.0,2776.0,4396.0,0.0,9116.0,4396.0,30.0,79.99747376490333,79.99781640368657,24.445012282729266,99.99576637842421,60.11,High,50,0,0,0,1
2025-03-01,110086,Delhi,North West Delhi,28.7016111,77.0797222,0.0,0.0,0.0,1054.0,9601.0,2845.0,5346.0,0.0,9601.0,5346.0,30.0,79.99776413675352,79.99809516066274,24.445012282729266,99.996974325321,60.11,High,50,0,0,0,1
2025-03-01,110087,Delhi,West Delhi,28.679745,77.092689,0.0,0.0,0.0,172.0,1644.0,454.0,872.0,0.0,1644.0,872.0,30.0,79.922615901924,79.89137769828042,24.445012282729266,99.84901244533751,60.05,High,50,0,0,0,1
2025-03-01,110088,Delhi,North West Delhi,28.6933611,77.17138889999998,0.0,0.0,0.0,78.0,1319.0,548.0,1068.0,0.0,1319.0,1068.0,30.0,79.89604687763149,79.84336180913277,24.445012282729266,99.85417816055241,60.04,High,50,0,0,0,1
2025-03-01,110089,Delhi,North West Delhi,28.7348056,77.1325,0.0,0.0,0.0,154.0,1334.0,534.0,1272.0,0.0,1334.0,1272.0,30.0,79.89738258814238,79.85504637238448,24.445012282729266,99.87273872921664,60.04,High,50,0,0,0,1
2025-03-01,110091,Delhi,East Delhi,28.6146944,77.3178056,0.0,0.0,0.0,303.0,3481.0,1004.0,1820.0,0.0,3481.0,1820.0,30.0,79.97682832635473,79.97073051750073,24.445012282729266,99.96006806316169,60.09,High,50,0,0,0,1
2025-03-01,110092,Delhi,East Delhi,28.627,77.2850278,0.0,0.0,0.0,546.0,4980.0,1264.0,2040.0,0.0,4980.0,2040.0,30.0,79.98945950183804,79.98805990952013,24.445012282729266,99.97512965103111,60.1,High,50,0,0,0,1
2025-03-01,110093,Delhi,North East,28.702185,77.30501,0.0,0.0,0.0,956.0,6480.0,2568.0,2775.0,0.0,6480.0,2775.0,30.0,79.99462812077147,79.99488945543663,24.445012282729266,99.98810636901617,60.11,High,50,0,0,0,1
2025-03-01,110094,Delhi,North East,28.7039444,77.2833056,0.0,0.0,0.0,1036.0,10135.0,2939.0,5009.0,0.0,10135.0,5009.0,30.0,79.99819969452881,79.998466836631,24.445012282729266,99.9971137038091,60.11,High,50,0,0,0,1
2025-03-01,110095,Delhi,East Delhi,28.6794722,77.3086944,0.0,0.0,0.0,394.0,2134.0,697.0,957.0,0.0,2134.0,957.0,30.0,79.94693454437753,79.93542130051745,24.445012282729266,99.88113337940567,60.07,High,50,0,0,0,1
2025-03-01,110096,Delhi,East Delhi,28.596722,77.312114,0.0,0.0,0.0,725.0,3660.0,901.0,1059.0,0.0,3660.0,1059.0,30.0,79.97929648708136,79.97946490275447,24.445012282729266,99.91963668674104,60.09,High,50,0,0,0,1
2025-03-01,121001,Haryana,Faridabad,28.3917778,77.3021389,0.0,0.0,0.0,762.0,6418.0,2288.0,2520.0,0.0,6418.0,2520.0,30.0,79.99448293484636,79.99442486047633,24.445012282729266,99.98585598717719,60.11,High,50,0,0,0,1
2025-03-01,121002,Haryana,Faridabad,28.7080833,77.2719167,0.0,0.0,0.0,249.0,1824.0,706.0,1152.0,0.0,1824.0,1152.0,30.0,79.93301121416086,79.9112159030855,24.445012282729266,99.89167678128612,60.06,High,50,0,0,0,1
2025-03-01,121003,Haryana,Faridabad,28.463698,77.333878,0.0,0.0,0.0,258.0,2046.0,588.0,990.0,0.0,2046.0,990.0,30.0,79.94376949121045,79.92464269743834,24.445012282729266,99.8827130022707,60.07,High,50,0,0,0,1
2025-03-01,121004,Haryana,Faridabad,24.95972,75.593164,0.0,0.0,0.0,778.0,5659.0,1983.0,2445.0,0.0,5659.0,2445.0,30.0,79.99204381130477,79.99219480466687,24.445012282729266,99.98304228394883,60.11,High,50,0,0,0,1
2025-03-01,121005,Haryana,Faridabad,28.3917778,77.3021389,0.0,0.0,0.0,422.0,3976.0,1386.0,1880.0,0.0,3976.0,1880.0,30.0,79.98227279854582,79.97960428124257,24.445012282729266,99.9660003600611,60.1,High,50,0,0,0,1
2025-03-01,121102,Haryana,Faridabad,28.1087,77.256172,0.0,0.0,0.0,610.0,5784.0,2230.0,2809.0,0.0,5784.0,2809.0,30.0,79.99250840626506,79.99200896668273,24.445012282729266,99.98657610936566,60.11,High,50,0,0,0,1
2025-03-01,121103,Haryana,Palwal,28.0511,77.270687,0.0,0.0,0.0,246.0,2364.0,898.0,954.0,0.0,2364.0,954.0,30.0,79.9544842124825,79.93904514120783,24.445012282729266,99.8866591557148,60.07,High,50,0,0,0,1
2025-03-01,122001,Haryana,Gurgaon,28.4596111,77.0672778,0.0,0.0,0.0,1230.0,9796.0,2664.0,2872.0,0.0,9796.0,2872.0,30.0,79.99796739704865,79.99832745814291,24.445012282729266,99.99126561474625,60.11,High,50,0,0,0,1
2025-03-01,122103,Haryana,Gurgaon,28.248459,77.065802,0.0,0.0,0.0,274.0,2113.0,777.0,803.0,0.0,2113.0,803.0,30.0,79.9462812077146,79.92954417426958,24.445012282729266,99.85410266387136,60.06,High,50,0,0,0,1
2025-03-01,122104,Haryana,Mewat,27.7781944,76.9451944,0.0,0.0,0.0,162.0,1318.0,540.0,698.0,0.0,1318.0,698.0,30.0,79.8959162102989,79.85372227674762,24.445012282729266,99.78813889066339,60.03,High,50,0,0,0,1
2025-03-01,122108,Haryana,Mewat,27.9204,76.984468,0.0,0.0,0.0,256.0,1762.0,928.0,956.0,0.0,1762.0,956.0,30.0,79.9294396404035,79.90647703449036,24.445012282729266,99.86697194427184,60.06,High,50,0,0,0,1
2025-03-01,122508,Haryana,Mewat,27.8635,77.2030833,0.0,0.0,0.0,358.0,4272.0,1584.0,1812.0,0.0,4272.0,1812.0,30.0,79.98463932912487,79.98160203957188,24.445012282729266,99.96602068609062,60.1,High,50,0,0,0,1
2025-03-01,123001,Haryana,Mahendragarh,28.044064,76.118082,0.0,0.0,0.0,116.0,1227.0,454.0,730.0,0.0,1227.0,730.0,30.0,79.88655171813025,79.8347203428711,24.445012282729266,99.78895773928093,60.02,High,50,0,0,0,1
2025-03-01,123021,Haryana,Mahendragarh,28.100932,76.253154,0.0,0.0,0.0,126.0,1150.0,432.0,764.0,0.0,1150.0,764.0,30.0,79.87701300285144,79.82319838785548,24.445012282729266,99.79016858989621,60.02,High,50,0,0,0,1
2025-03-01,123401,Haryana,Rewari,28.202722,76.616953,0.0,0.0,0.0,338.0,2151.0,810.0,1218.0,0.0,2151.0,1218.0,30.0,79.94757336244794,79.93377198840837,24.445012282729266,99.90891035059498,60.07,High,50,0,0,0,1
2025-03-01,124001,Haryana,Rohtak,28.681179,76.510506,0.0,0.0,0.0,277.0,1617.0,1217.0,3180.0,0.0,1617.0,3180.0,30.0,79.92075752208278,79.89767295999258,24.445012282729266,99.93103087814255,60.07,High,50,0,0,0,1
2025-03-01,124507,Haryana,Jhajjar,28.681179,76.902704,0.0,0.0,0.0,650.0,4642.0,1608.0,1886.0,0.0,4642.0,1886.0,30.0,79.98728171296162,79.98668935438724,24.445012282729266,99.97022527048138,60.1,High,50,0,0,0,1
2025-03-01,125001,Haryana,Hisar,29.1704916,75.7332805,0.0,0.0,0.0,365.0,2559.0,1271.0,2314.0,0.0,2559.0,2314.0,30.0,79.9603932796339,79.95028833924725,24.445012282729266,99.95631936257571,60.09,High,50,0,0,0,1
2025-03-01,125033,Haryana,Hisar,29.0977222,75.9688055,0.0,0.0,0.0,153.0,1539.0,546.0,976.0,0.0,1539.0,976.0,30.0,79.91521141974413,79.87894978309224,24.445012282729266,99.85839435981718,60.05,High,50,0,0,0,1
2025-03-01,125050,Haryana,Fatehabad,29.508192,75.4535162,0.0,0.0,0.0,376.0,2414.0,1490.0,2276.0,0.0,2414.0,2276.0,30.0,79.95592155314095,79.94615344410052,24.445012282729266,99.95208864471843,60.08,High,50,0,0,0,1
2025-03-01,125051,Haryana,Fatehabad,29.6853055,75.5762777,0.0,0.0,0.0,168.0,1794.0,969.0,1392.0,0.0,1794.0,1392.0,30.0,79.93113831572711,79.9025744368238,24.445012282729266,99.90701712613172,60.06,High,50,0,0,0,1
2025-03-01,125055,Haryana,Sirsa,29.5347778,75.0320833,0.0,0.0,0.0,171.0,2110.0,1428.0,2209.0,0.0,2110.0,2209.0,30.0,79.94617957756704,79.92345798028957,24.445012282729266,99.94320616982108,60.08,High,50,0,0,0,1
2025-03-01,125121,Haryana,Hisar,29.356295,74.079947,0.0,0.0,0.0,140.0,1758.0,992.0,1606.0,0.0,1758.0,1606.0,30.0,79.92914926855332,79.89797494671677,24.445012282729266,99.91499944829349,60.06,High,50,0,0,0,1
2025-03-01,126102,Haryana,Jind,29.3,29.2,0.0,0.0,0.0,190.0,1391.0,821.0,1531.0,0.0,1391.0,1531.0,30.0,79.90324809951625,79.86645217866,24.445012282729266,99.891508365613,60.05,High,50,0,0,0,1
2025-03-01,126116,Haryana,Jind,25.3,25.3,0.0,0.0,0.0,161.0,1404.0,845.0,1431.0,0.0,1404.0,1431.0,30.0,79.90440958691701,79.86457056907075,24.445012282729266,99.88774224271603,60.05,High,50,0,0,0,1
2025-03-01,127021,Haryana,Bhiwani,28.7752,75.9928,0.0,0.0,0.0,161.0,1202.0,920.0,1951.0,0.0,1202.0,1951.0,30.0,79.88361896244331,79.83876231902575,24.445012282729266,99.88870627725866,60.04,High,50,0,0,0,1
2025-03-01,127201,Haryana,Bhiwani,28.4267,75.804,0.0,0.0,0.0,74.0,938.0,628.0,1012.0,0.0,938.0,1012.0,30.0,79.84552217569819,79.7711637523012,24.445012282729266,99.80690271962274,60.01,High,50,0,0,0,1
2025-03-01,127306,Haryana,Bhiwani,28.5921,76.2653,0.0,0.0,0.0,192.0,1223.0,430.0,699.0,0.0,1223.0,699.0,30.0,79.88595645583734,79.84582416242239,24.445012282729266,99.78047597753684,60.02,High,50,0,0,0,1
2025-03-01,131001,Haryana,Sonipat,29.01,76.96,0.0,0.0,0.0,391.0,2675.0,1085.0,1190.0,0.0,2675.0,1190.0,30.0,79.96322440517326,79.9550968970864,24.445012282729266,99.91915757318822,60.08,High,50,0,0,0,1
2025-03-01,131301,Haryana,Sonipat,29.13,76.69,0.0,0.0,0.0,158.0,1638.0,1068.0,2614.0,0.0,1638.0,2614.0,30.0,79.92223841851876,79.88956577793522,24.445012282729266,99.92895762313219,60.06,High,50,0,0,0,1
2025-03-01,132001,Haryana,Karnal,29.32,29.32,0.0,0.0,0.0,750.0,5378.0,2202.0,4338.0,0.0,5378.0,4338.0,30.0,79.99102750982908,79.99089393877802,24.445012282729266,99.99052226280975,60.11,High,50,0,0,0,1
2025-03-01,132039,Haryana,Karnal,100.0,100.0,0.0,0.0,0.0,64.0,858.0,704.0,1372.0,0.0,858.0,1372.0,30.0,79.8315698082965,79.75018728984338,24.445012282729266,99.82635182614857,60.01,High,50,0,0,0,1
2025-03-01,132101,Haryana,Panipat,35.36,26.36,0.0,0.0,0.0,152.0,1338.0,628.0,1334.0,0.0,1338.0,1334.0,30.0,79.89780362732515,79.85544127810074,24.445012282729266,99.87724820405012,60.04,High,50,0,0,0,1
2025-03-01,133001,Haryana,Ambala,30.3347222,76.8601389,0.0,0.0,0.0,120.0,942.0,501.0,1132.0,0.0,942.0,1132.0,30.0,79.84642232843379,79.78189589588428,24.445012282729266,99.82057633004825,60.01,High,50,0,0,0,1
2025-03-01,134003,Haryana,Ambala,30.38425,76.7716667,0.0,0.0,0.0,178.0,1195.0,792.0,2080.0,0.0,1195.0,2080.0,30.0,79.88286399563282,79.84038840138682,24.445012282729266,99.89048916041884,60.04,High,50,0,0,0,1
2025-03-01,134102,Haryana,Panchkula,30.81235,77.00608,0.0,0.0,0.0,230.0,1248.0,480.0,744.0,0.0,1248.0,744.0,30.0,79.8890634346344,79.85335060077936,24.445012282729266,99.79472162050722,60.03,High,50,0,0,0,1
2025-03-01,135001,Haryana,Yamuna Nagar,30.1339444,77.29075,0.0,0.0,0.0,328.0,2083.0,1180.0,2163.0,0.0,2083.0,2163.0,30.0,79.94509068312881,79.93068243192232,24.445012282729266,99.94172527338509,60.08,High,50,0,0,0,1
2025-03-01,135003,Haryana,Yamuna Nagar,30.238759,77.292951,0.0,0.0,0.0,274.0,1756.0,694.0,1472.0,0.0,1756.0,1472.0,30.0,79.92896052685069,79.90752237315107,24.445012282729266,99.9092384707857,60.07,High,50,0,0,0,1
2025-03-01,135102,Haryana,Yamuna Nagar,30.378,76.77599999999998,0.0,0.0,0.0,96.0,1064.0,434.0,794.0,0.0,1064.0,794.0,30.0,79.86547072180635,79.80305819632622,24.445012282729266,99.78766848826608,60.01,High,50,0,0,0,1
2025-03-01,136027,Haryana,Kaithal,29.799859,76.4173,0.0,0.0,0.0,596.0,4682.0,2126.0,4172.0,0.0,4682.0,4172.0,30.0,79.98754304762679,79.98652674615113,24.445012282729266,99.98743851376072,60.1,High,50,0,0,0,1
2025-03-01,136117,Haryana,Kaithal,29.674897,76.256273,0.0,0.0,0.0,110.0,1234.0,600.0,1460.0,0.0,1234.0,1460.0,30.0,79.88733572212575,79.83499909984727,24.445012282729266,99.87547693576394,60.04,High,50,0,0,0,1
2025-03-01,136118,Haryana,Kurukshetra,29.9653611,76.8261389,0.0,0.0,0.0,268.0,1520.0,1356.0,1708.0,0.0,1520.0,1708.0,30.0,79.91394830219579,79.88889211524278,24.445012282729266,99.90619247007717,60.06,High,50,0,0,0,1
2025-03-01,136128,Haryana,Kurukshetra,29.981417,76.589277,0.0,0.0,0.0,124.0,1184.0,720.0,2030.0,0.0,1184.0,2030.0,30.0,79.88119435749421,79.82930781158352,24.445012282729266,99.88825620089086,60.04,High,50,0,0,0,1
2025-03-01,140301,Punjab,S.A.S Nagar(Mohali),30.9666111,76.3715277,0.0,0.0,0.0,264.0,3680.0,1085.0,1332.0,0.0,3680.0,1332.0,30.0,79.97941263582143,79.97323933028638,24.445012282729266,99.94236118773702,60.09,High,50,0,0,0,1
2025-03-01,140406,Punjab,Fatehgarh Sahib,30.64,76.36,0.0,0.0,0.0,98.0,1722.0,856.0,1722.0,0.0,1722.0,1722.0,30.0,79.92724733293456,79.89184229324073,24.445012282729266,99.91724983013246,60.06,High,50,0,0,0,1
2025-03-01,141001,Punjab,Ludhiana,30.894,75.8178888,0.0,0.0,0.0,164.0,2274.0,955.0,1282.0,0.0,2274.0,1282.0,30.0,79.95195797738583,79.93165808133897,24.445012282729266,99.91711335536289,60.07,High,50,0,0,0,1
2025-03-01,141003,Punjab,Ludhiana,30.8656777,75.86405,0.0,0.0,0.0,84.0,1691.0,804.0,1174.0,0.0,1691.0,1174.0,30.0,79.92551962042592,79.88770739809401,24.445012282729266,99.88758253819842,60.06,High,50,0,0,0,1
2025-03-01,141008,Punjab,Ludhiana,30.9150555,75.8796111,0.0,0.0,0.0,458.0,5266.0,2386.0,3708.0,0.0,5266.0,3708.0,30.0,79.99065002642384,79.98940723490503,24.445012282729266,99.98889618044868,60.11,High,50,0,0,0,1
2025-03-01,141010,Punjab,Ludhiana,30.9023056,75.9041944,0.0,0.0,0.0,164.0,2308.0,792.0,1728.0,0.0,2308.0,1728.0,30.0,79.95285813012143,79.9329124877318,24.445012282729266,99.9379388244586,60.08,High,50,0,0,0,1
2025-03-01,142001,Punjab,Moga,30.815948,75.166847,0.0,0.0,0.0,114.0,1910.0,960.0,2058.0,0.0,1910.0,2058.0,30.0,79.9376281265789,79.90701131869473,24.445012282729266,99.93388232971142,60.07,High,50,0,0,0,1
2025-03-01,143001,Punjab,Amritsar,31.63,74.87,0.0,0.0,0.0,381.0,5616.0,2046.0,3687.0,0.0,5616.0,3687.0,30.0,79.9917969952321,79.99033642482563,24.445012282729266,99.98974406625125,60.11,High,50,0,0,0,1
2025-03-01,143101,Punjab,Amritsar,31.6339843,74.8722592,0.0,0.0,0.0,44.0,1176.0,500.0,1060.0,0.0,1176.0,1060.0,30.0,79.88004738868595,79.8144175431057,24.445012282729266,99.84042034229033,60.03,High,50,0,0,0,1
2025-03-01,143105,Punjab,Amritsar,31.57,74.76,0.0,0.0,0.0,176.0,2182.0,792.0,1627.0,0.0,2182.0,1627.0,30.0,79.94892359155133,79.92768579442836,24.445012282729266,99.93147224335485,60.08,High,50,0,0,0,1
2025-03-01,143401,Punjab,Tarn Taran,31.457758,74.918607,0.0,0.0,0.0,45.0,1278.0,522.0,1349.0,0.0,1278.0,1349.0,30.0,79.89269308276178,79.8318630838652,24.445012282729266,99.87410928434954,60.04,High,50,0,0,0,1
2025-03-01,143416,Punjab,Tarn Taran,31.31,74.83,0.0,0.0,0.0,44.0,1856.0,944.0,2844.0,0.0,1856.0,2844.0,30.0,79.93470988948448,79.89809109545683,24.445012282729266,99.9405376525178,60.07,High,50,0,0,0,1
